Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
10,05-28-2010,1904618.17,0,77,3.06,126.16,9.524
10,06-04-2010,1931406.28,0,83,2.94,126.136,9.524
10,06-11-2010,1827521.71,0,90,3.06,126.112,9.524
10,06-18-2010,1837636.24,0,83,2.94,126.114,9.524
10,06-25-2010,1768172.31,0,90,3.08,126.127,9.524
10,07-02-2010,1845893.87,0,93,2.98,126.139,9.199
10,07-09-2010,1769793.37,0,91,3.1,126.152,9.199
10,07-16-2010,1828052.47,0,92,2.97,126.15,9.199
10,07-23-2010,1831676.03,0,88,3.11,126.128,9.199
10,07-30-2010,1832664.03,0,85,3.02,126.107,9.199
10,08-06-2010,1949236.09,0,86,3.12,126.085,9.199
10,08-13-2010,1962996.7,0,88,3.05,126.064,9.199
10,08-20-2010,1983190.56,0,90,3.04,126.077,9.199
10,08-27-2010,1727565.42,0,85,3.02,126.089,9.199
10,09-03-2010,1766331.45,0,84,3.09,126.102,9.199
10,09-10-2010,1720530.23,1,84,2.96,126.115,9.199
10,09-17-2010,1716755.78,0,86,3.03,126.145,9.199
10,09-24-2010,1655036.75,0,86,2.94,126.19,9.199
10,10-01-2010,1645892.97,0,86,3.0,126.235,9.003
10,10-08-2010,1772192.42,0,77,2.92,126.279,9.003
10,10-15-2010,1703850.25,0,75,3.08,126.327,9.003
10,10-22-2010,1740234.06,0,68,3.01,126.382,9.003
10,10-29-2010,1741308.56,0,69,3.13,126.436,9.003
10,11-05-2010,1832211.96,0,71,3.01,126.491,9.003
10,11-12-2010,1895901.59,0,61,3.13,126.546,9.003
10,11-19-2010,1949177.13,0,59,3.05,126.607,9.003
10,11-26-2010,2939946.38,1,55,3.16,126.669,9.003
10,12-03-2010,2251206.64,0,51,3.04,126.731,9.003
10,12-10-2010,2411790.21,0,61,3.09,126.793,9.003
10,12-17-2010,2811646.85,0,59,3.12,126.879,9.003
10,12-24-2010,3749057.69,0,57,3.24,126.984,9.003
10,12-31-2010,1707298.14,1,50,3.15,127.088,9.003
10,01-07-2011,1714309.9,0,43,3.29,127.192,8.744
10,01-14-2011,1710803.59,0,50,3.31,127.301,8.744
10,01-21-2011,1677556.18,0,57,3.34,127.44,8.744
10,01-28-2011,1715769.05,0,53,3.23,127.58,8.744
10,02-04-2011,1968045.91,0,45,3.35,127.72,8.744
10,02-11-2011,2115408.31,1,52,3.38,127.859,8.744
10,02-18-2011,2106934.55,0,62,3.43,127.995,8.744
10,02-25-2011,1967996.71,0,54,3.4,128.13,8.744
10,03-04-2011,1958003.19,0,57,3.67,128.265,8.744
10,03-11-2011,1933469.15,0,64,3.63,128.399,8.744
10,03-18-2011,1884734.31,0,70,3.89,128.512,8.744
10,03-25-2011,1815798.85,0,63,3.72,128.616,8.744
10,04-01-2011,1827733.18,0,68,3.77,128.72,8.494
10,04-08-2011,1870720.73,0,73,3.82,128.824,8.494
10,04-15-2011,1781767.22,0,61,4.09,128.911,8.494
10,04-22-2011,2004831.14,0,76,3.92,128.955,8.494
10,04-29-2011,1873646.34,0,73,4.15,129.0,8.494
10,05-06-2011,1841369.99,0,74,4.19,129.044,8.494
10,05-13-2011,1712995.44,0,74,4.2,129.089,8.494
10,05-20-2011,1720908.01,0,73,3.99,129.076,8.494
10,05-27-2011,1743000.38,0,79,3.93,129.062,8.494
10,06-03-2011,1792210.89,0,82,3.89,129.049,8.494
10,06-10-2011,1740063.1,0,85,3.98,129.036,8.494
10,06-17-2011,1817934.76,0,88,3.94,129.043,8.494
10,06-24-2011,1711813.13,0,91,3.81,129.066,8.494
10,07-01-2011,1751369.75,0,95,3.84,129.089,8.257
10,07-08-2011,1699708.38,0,89,3.79,129.113,8.257
10,07-15-2011,1775068.4,0,86,3.78,129.134,8.257
10,07-22-2011,1774342.61,0,89,3.7,129.151,8.257
10,07-29-2011,1745841.33,0,87,3.69,129.168,8.257
10,08-05-2011,1886299.98,0,90,3.8,129.185,8.257
10,08-12-2011,1917397.63,0,86,3.79,129.202,8.257
10,08-19-2011,1954849.68,0,87,3.74,129.241,8.257
10,08-26-2011,1728399.07,0,92,3.66,129.283,8.257
10,09-02-2011,1758587.35,0,92,3.8,129.326,8.257
10,09-09-2011,1670579.82,1,89,3.77,129.369,8.257
10,09-16-2011,1650894.3,0,77,3.78,129.431,8.257
10,09-23-2011,1685910.53,0,83,3.79,129.518,8.257
10,09-30-2011,1627707.31,0,82,3.88,129.606,8.257
10,10-07-2011,1788227.6,0,75,3.83,129.694,7.874
10,10-14-2011,1704753.02,0,70,3.7,129.771,7.874
10,10-21-2011,1745928.56,0,78,3.84,129.782,7.874
10,10-28-2011,1771792.97,0,73,3.84,129.794,7.874
10,11-04-2011,1904438.59,0,69,3.83,129.805,7.874
10,11-11-2011,2076570.84,0,55,3.68,129.817,7.874
10,11-18-2011,1869087.85,0,59,3.67,129.827,7.874
10,11-25-2011,2950198.64,1,61,3.76,129.836,7.874
10,12-02-2011,2068097.18,0,57,3.7,129.846,7.874
10,12-09-2011,2429310.9,0,43,3.64,129.856,7.874
10,12-16-2011,2555031.18,0,51,3.49,129.898,7.874
10,12-23-2011,3487986.89,0,48,3.54,129.985,7.874
10,12-30-2011,1930690.37,1,49,3.43,130.071,7.874
10,01-06-2012,1683401.78,0,60,3.44,130.158,7.545
10,01-13-2012,1711562.73,0,51,3.48,130.244,7.545
10,01-20-2012,1675562.94,0,55,3.66,130.279,7.545
10,01-27-2012,1632406.0,0,54,3.68,130.314,7.545
10,02-03-2012,1867403.01,0,57,3.54,130.35,7.545
10,02-10-2012,2218595.8,1,56,3.72,130.385,7.545
10,02-17-2012,2168709.76,0,54,3.78,130.455,7.545
10,02-24-2012,2039415.74,0,56,3.95,130.55,7.545
10,03-02-2012,1990371.02,0,58,3.88,130.646,7.545
10,03-09-2012,1917483.1,0,58,3.96,130.741,7.545
10,03-16-2012,1930814.66,0,62,4.27,130.826,7.545
10,03-23-2012,1837457.69,0,57,4.29,130.897,7.545
10,03-30-2012,1815760.42,0,68,4.29,130.967,7.545
10,04-06-2012,2163384.17,0,66,4.28,131.038,7.382
10,04-13-2012,1974687.51,0,70,4.25,131.108,7.382
10,04-20-2012,1777166.53,0,68,4.11,131.117,7.382
10,04-27-2012,1712987.56,0,80,4.09,131.127,7.382
10,05-04-2012,1821364.42,0,77,4.06,131.136,7.382
10,05-11-2012,1792345.3,0,76,4.19,131.145,7.382
10,05-18-2012,1795152.73,0,85,4.31,131.098,7.382
10,05-25-2012,1830939.1,0,86,4.13,131.029,7.382
10,06-01-2012,1767471.48,0,80,4.28,130.959,7.382
10,06-08-2012,1840491.41,0,87,4.1,130.89,7.382
10,06-15-2012,1811562.88,0,89,4.14,130.83,7.382
10,06-22-2012,1755334.18,0,90,4.01,130.793,7.382
10,06-29-2012,1707481.9,0,91,3.88,130.756,7.382
10,07-06-2012,1805999.79,0,87,3.67,130.72,7.17
10,07-13-2012,1765571.91,0,90,3.72,130.683,7.17
10,07-20-2012,1869967.03,0,84,3.59,130.701,7.17
10,07-27-2012,1817603.66,0,84,3.77,130.72,7.17
10,08-03-2012,1939440.09,0,85,3.6,130.738,7.17
10,08-10-2012,1880436.94,0,91,3.81,130.756,7.17
10,08-17-2012,1827797.4,0,89,4.0,130.791,7.17
10,08-24-2012,1764984.15,0,82,4.06,130.838,7.17
10,08-31-2012,1650285.54,0,87,3.89,130.885,7.17
10,09-07-2012,1708283.28,1,83,4.12,130.933,7.17
10,09-14-2012,1640168.99,0,78,3.97,130.978,7.17
10,09-21-2012,1671857.57,0,82,4.12,131.01,7.17
10,09-28-2012,1694862.41,0,83,3.97,131.043,7.17
10,10-05-2012,1758971.38,0,81,4.13,131.076,6.943
10,10-12-2012,1713889.11,0,76,4.47,131.108,6.943
10,10-19-2012,1734834.82,0,73,4.45,131.15,6.943
10,10-26-2012,1744349.05,0,70,4.3,131.193,6.943
11,02-05-2010,1528008.64,0,46,2.57,214.425,7.368
11,02-12-2010,1574684.08,1,48,2.55,214.575,7.368
11,02-19-2010,1503298.7,0,48,2.51,214.62,7.368
11,02-26-2010,1336404.65,0,53,2.56,214.648,7.368
11,03-05-2010,1426622.65,0,54,2.62,214.675,7.368
11,03-12-2010,1331883.16,0,64,2.67,214.703,7.368
11,03-19-2010,1364207.0,0,62,2.72,214.53,7.368
11,03-26-2010,1245624.27,0,58,2.73,214.324,7.368
11,04-02-2010,1446210.26,0,66,2.72,214.118,7.343
11,04-09-2010,1470308.32,0,70,2.77,213.912,7.343
11,04-16-2010,1323243.35,0,68,2.81,213.773,7.343
11,04-23-2010,1283766.55,0,68,2.8,213.722,7.343
11,04-30-2010,1239766.89,0,71,2.78,213.672,7.343
11,05-07-2010,1312329.78,0,76,2.84,213.621,7.343
11,05-14-2010,1266796.13,0,78,2.85,213.62,7.343
11,05-21-2010,1271646.62,0,77,2.83,213.912,7.343
11,05-28-2010,1264272.52,0,80,2.76,214.204,7.343
11,06-04-2010,1396322.19,0,80,2.7,214.496,7.343
11,06-11-2010,1339570.85,0,83,2.67,214.788,7.343
11,06-18-2010,1336522.92,0,84,2.64,214.786,7.343
11,06-25-2010,1262025.08,0,84,2.65,214.666,7.343
11,07-02-2010,1302600.14,0,83,2.67,214.546,7.346
11,07-09-2010,1280156.47,0,83,2.64,214.427,7.346
11,07-16-2010,1290609.54,0,85,2.62,214.418,7.346
11,07-23-2010,1244390.03,0,85,2.61,214.556,7.346
11,07-30-2010,1250178.89,0,83,2.64,214.695,7.346
11,08-06-2010,1369634.92,0,87,2.63,214.834,7.346
11,08-13-2010,1384339.1,0,88,2.69,214.973,7.346
11,08-20-2010,1430192.37,0,89,2.66,214.931,7.346
11,08-27-2010,1311263.07,0,88,2.62,214.89,7.346
11,09-03-2010,1303914.27,0,85,2.58,214.848,7.346
11,09-10-2010,1231428.46,1,82,2.56,214.807,7.346
11,09-17-2010,1215676.31,0,83,2.58,214.832,7.346
11,09-24-2010,1170103.25,0,77,2.62,214.908,7.346
11,10-01-2010,1182490.46,0,75,2.6,214.985,7.564
11,10-08-2010,1293472.8,0,69,2.63,215.061,7.564
11,10-15-2010,1175003.67,0,71,2.72,215.129,7.564
11,10-22-2010,1169831.38,0,73,2.72,215.178,7.564
11,10-29-2010,1195036.0,0,74,2.72,215.227,7.564
11,11-05-2010,1332759.13,0,64,2.69,215.277,7.564
11,11-12-2010,1281675.6,0,64,2.73,215.326,7.564
11,11-19-2010,1292346.57,0,59,2.77,215.207,7.564
11,11-26-2010,1757242.51,1,70,2.74,215.061,7.564
11,12-03-2010,1380522.64,0,56,2.71,214.915,7.564
11,12-10-2010,1564516.43,0,53,2.84,214.769,7.564
11,12-17-2010,1843971.15,0,55,2.87,214.705,7.564
11,12-24-2010,2306265.36,0,59,2.89,214.702,7.564
11,12-31-2010,1172003.1,1,55,2.94,214.699,7.564
11,01-07-2011,1178905.44,0,54,2.98,214.696,7.551
11,01-14-2011,1194449.78,0,45,2.98,214.747,7.551
11,01-21-2011,1187776.19,0,52,3.02,215.127,7.551
11,01-28-2011,1100418.69,0,51,3.01,215.507,7.551
11,02-04-2011,1422546.05,0,47,2.99,215.886,7.551
11,02-11-2011,1419236.9,1,45,3.02,216.266,7.551
11,02-18-2011,1554747.15,0,62,3.04,216.584,7.551
11,02-25-2011,1323999.36,0,69,3.06,216.878,7.551
11,03-04-2011,1399456.99,0,66,3.29,217.172,7.551
11,03-11-2011,1314557.31,0,63,3.46,217.465,7.551
11,03-18-2011,1391813.69,0,70,3.49,217.724,7.551
11,03-25-2011,1229777.24,0,74,3.47,217.967,7.551
11,04-01-2011,1258674.12,0,69,3.52,218.211,7.574
11,04-08-2011,1327401.06,0,74,3.62,218.455,7.574
11,04-15-2011,1312905.8,0,77,3.74,218.679,7.574
11,04-22-2011,1388118.53,0,78,3.81,218.851,7.574
11,04-29-2011,1357589.89,0,80,3.81,219.024,7.574
11,05-06-2011,1331453.41,0,71,3.91,219.196,7.574
11,05-13-2011,1277959.42,0,81,3.9,219.368,7.574
11,05-20-2011,1239466.97,0,77,3.91,219.127,7.574
11,05-27-2011,1216876.52,0,86,3.79,218.886,7.574
11,06-03-2011,1343637.0,0,86,3.7,218.645,7.574
11,06-10-2011,1314626.75,0,86,3.65,218.404,7.574
11,06-17-2011,1337506.74,0,88,3.64,218.355,7.574
11,06-24-2011,1254587.84,0,86,3.59,218.451,7.574
11,07-01-2011,1297472.06,0,86,3.52,218.547,7.567
11,07-08-2011,1334627.96,0,87,3.48,218.642,7.567
11,07-15-2011,1266546.73,0,88,3.58,218.728,7.567
11,07-22-2011,1290576.44,0,88,3.65,218.786,7.567
11,07-29-2011,1212938.67,0,89,3.68,218.844,7.567
11,08-05-2011,1403198.94,0,90,3.68,218.902,7.567
11,08-12-2011,1354188.43,0,90,3.64,218.961,7.567
11,08-19-2011,1484169.74,0,90,3.55,219.023,7.567
11,08-26-2011,1304706.75,0,89,3.52,219.087,7.567
11,09-02-2011,1297792.41,0,91,3.53,219.15,7.567
11,09-09-2011,1249439.95,1,85,3.55,219.214,7.567
11,09-16-2011,1270816.01,0,85,3.53,219.397,7.567
11,09-23-2011,1235775.15,0,82,3.47,219.741,7.567
11,09-30-2011,1190515.83,0,84,3.36,220.086,7.567
11,10-07-2011,1346271.06,0,77,3.28,220.43,7.197
11,10-14-2011,1286388.96,0,76,3.27,220.749,7.197
11,10-21-2011,1325107.53,0,71,3.35,220.914,7.197
11,10-28-2011,1310684.1,0,73,3.37,221.08,7.197
11,11-04-2011,1458287.38,0,61,3.33,221.246,7.197
11,11-11-2011,1366053.69,0,64,3.3,221.412,7.197
11,11-18-2011,1315091.63,0,66,3.31,221.643,7.197
11,11-25-2011,1848953.48,1,70,3.24,221.901,7.197
11,12-02-2011,1399322.44,0,57,3.17,222.159,7.197
11,12-09-2011,1646655.94,0,51,3.16,222.417,7.197
11,12-16-2011,1783910.06,0,60,3.16,222.643,7.197
11,12-23-2011,2213518.5,0,54,3.11,222.826,7.197
11,12-30-2011,1352084.21,1,49,3.13,223.009,7.197
11,01-06-2012,1283885.55,0,54,3.16,223.192,6.833
11,01-13-2012,1264736.59,0,53,3.26,223.376,6.833
11,01-20-2012,1207303.29,0,56,3.27,223.47,6.833
11,01-27-2012,1162675.85,0,58,3.29,223.565,6.833
11,02-03-2012,1376732.18,0,60,3.36,223.659,6.833
11,02-10-2012,1574287.76,1,52,3.41,223.754,6.833
11,02-17-2012,1569607.94,0,53,3.51,223.917,6.833
11,02-24-2012,1379473.03,0,61,3.56,224.132,6.833
11,03-02-2012,1438383.44,0,63,3.63,224.347,6.833
11,03-09-2012,1413382.76,0,61,3.67,224.562,6.833
11,03-16-2012,1441884.28,0,64,3.73,224.717,6.833
11,03-23-2012,1300593.61,0,67,3.79,224.791,6.833
11,03-30-2012,1300104.03,0,70,3.84,224.865,6.833
11,04-06-2012,1596325.01,0,74,3.89,224.939,6.664
11,04-13-2012,1472752.01,0,73,3.89,225.014,6.664
11,04-20-2012,1315356.99,0,72,3.88,225.069,6.664
11,04-27-2012,1236238.29,0,73,3.81,225.124,6.664
11,05-04-2012,1370251.22,0,79,3.75,225.18,6.664
11,05-11-2012,1300147.07,0,75,3.69,225.235,6.664
11,05-18-2012,1352442.31,0,73,3.63,225.251,6.664
11,05-25-2012,1297335.87,0,78,3.56,225.252,6.664
11,06-01-2012,1361595.33,0,82,3.5,225.252,6.664
11,06-08-2012,1414343.53,0,82,3.45,225.252,6.664
11,06-15-2012,1417875.42,0,85,3.39,225.264,6.664
11,06-22-2012,1355680.3,0,83,3.35,225.307,6.664
11,06-29-2012,1297028.6,0,88,3.29,225.349,6.664
11,07-06-2012,1461129.94,0,83,3.23,225.392,6.334
11,07-13-2012,1320239.51,0,82,3.26,225.434,6.334
11,07-20-2012,1344483.81,0,82,3.31,225.444,6.334
11,07-27-2012,1272395.02,0,85,3.41,225.454,6.334
11,08-03-2012,1399341.07,0,87,3.42,225.464,6.334
11,08-10-2012,1388973.65,0,86,3.49,225.474,6.334
11,08-17-2012,1421307.2,0,88,3.57,225.556,6.334
11,08-24-2012,1409515.73,0,83,3.62,225.693,6.334
11,08-31-2012,1372872.35,0,86,3.64,225.829,6.334
11,09-07-2012,1304584.4,1,85,3.73,225.966,6.334
11,09-14-2012,1267675.05,0,80,3.72,226.112,6.334
11,09-21-2012,1326132.98,0,74,3.72,226.315,6.334
11,09-28-2012,1227430.73,0,78,3.67,226.518,6.334
11,10-05-2012,1422794.26,0,73,3.62,226.721,6.034
11,10-12-2012,1311965.09,0,70,3.6,226.924,6.034
11,10-19-2012,1232073.18,0,74,3.59,226.969,6.034
11,10-26-2012,1200729.45,0,74,3.51,226.987,6.034
12,02-05-2010,1100046.37,0,49,2.96,126.442,13.975
12,02-12-2010,1117863.33,1,48,2.95,126.496,13.975
12,02-19-2010,1095421.65,0,55,2.92,126.526,13.975
12,02-26-2010,1048617.17,0,50,2.82,126.552,13.975
12,03-05-2010,1077018.27,0,54,2.99,126.578,13.975
12,03-12-2010,985594.23,0,50,2.92,126.604,13.975
12,03-19-2010,972088.34,0,60,3.05,126.607,13.975
12,03-26-2010,981615.81,0,60,3.08,126.605,13.975
12,04-02-2010,1011822.3,0,60,3.09,126.603,14.099
12,04-09-2010,1041238.87,0,59,3.09,126.602,14.099
12,04-16-2010,957997.52,0,65,3.11,126.562,14.099
12,04-23-2010,993833.44,0,65,3.05,126.471,14.099
12,04-30-2010,954220.22,0,67,3.1,126.381,14.099
12,05-07-2010,1043240.27,0,70,3.13,126.29,14.099
12,05-14-2010,966054.97,0,68,3.14,126.209,14.099
12,05-21-2010,958374.56,0,76,3.12,126.184,14.099
12,05-28-2010,955451.16,0,68,3.06,126.16,14.099
12,06-04-2010,1049357.36,0,81,2.94,126.136,14.099
12,06-11-2010,1016039.71,0,91,2.95,126.112,14.099
12,06-18-2010,956211.2,0,81,3.04,126.114,14.099
12,06-25-2010,958007.69,0,87,3.08,126.127,14.099
12,07-02-2010,951957.31,0,92,3.1,126.139,14.18
12,07-09-2010,943506.28,0,90,3.1,126.152,14.18
12,07-16-2010,916402.76,0,97,3.09,126.15,14.18
12,07-23-2010,912403.67,0,99,3.11,126.128,14.18
12,07-30-2010,913548.25,0,96,3.02,126.107,14.18
12,08-06-2010,967576.95,0,93,3.12,126.085,14.18
12,08-13-2010,928264.4,0,87,3.16,126.064,14.18
12,08-20-2010,948447.34,0,93,3.04,126.077,14.18
12,08-27-2010,1004516.46,0,93,3.13,126.089,14.18
12,09-03-2010,1075758.55,0,83,3.09,126.102,14.18
12,09-10-2010,903119.03,1,84,3.04,126.115,14.18
12,09-17-2010,852882.61,0,82,3.03,126.145,14.18
12,09-24-2010,851919.34,0,82,2.94,126.19,14.18
12,10-01-2010,850936.26,0,85,3.0,126.235,14.313
12,10-08-2010,918335.68,0,72,3.01,126.279,14.313
12,10-15-2010,862419.84,0,75,2.98,126.327,14.313
12,10-22-2010,857883.46,0,69,3.01,126.382,14.313
12,10-29-2010,955294.7,0,61,3.02,126.436,14.313
12,11-05-2010,929690.71,0,65,3.13,126.491,14.313
12,11-12-2010,942475.24,0,58,3.13,126.546,14.313
12,11-19-2010,894493.7,0,58,3.16,126.607,14.313
12,11-26-2010,1601377.41,1,48,3.16,126.669,14.313
12,12-03-2010,1069533.17,0,43,3.04,126.731,14.313
12,12-10-2010,1121934.15,0,50,3.2,126.793,14.313
12,12-17-2010,1295605.35,0,53,3.24,126.879,14.313
12,12-24-2010,1768249.89,0,52,3.24,126.984,14.313
12,12-31-2010,891736.91,1,46,3.15,127.088,14.313
12,01-07-2011,910110.24,0,38,3.29,127.192,14.021
12,01-14-2011,812011.8,0,43,3.31,127.301,14.021
12,01-21-2011,802105.5,0,54,3.22,127.44,14.021
12,01-28-2011,873119.06,0,51,3.34,127.58,14.021
12,02-04-2011,1046068.17,0,45,3.35,127.72,14.021
12,02-11-2011,1086421.57,1,51,3.38,127.859,14.021
12,02-18-2011,1128485.1,0,53,3.43,127.995,14.021
12,02-25-2011,1046203.72,0,48,3.53,128.13,14.021
12,03-04-2011,1085248.21,0,52,3.67,128.265,14.021
12,03-11-2011,997672.62,0,58,3.82,128.399,14.021
12,03-18-2011,1009502.01,0,64,3.69,128.512,14.021
12,03-25-2011,954107.32,0,54,3.91,128.616,14.021
12,04-01-2011,1005463.49,0,64,3.77,128.72,13.736
12,04-08-2011,998362.05,0,64,4.0,128.824,13.736
12,04-15-2011,990951.77,0,58,3.87,128.911,13.736
12,04-22-2011,1016019.47,0,72,4.13,128.955,13.736
12,04-29-2011,994966.1,0,68,4.15,129.0,13.736
12,05-06-2011,1021154.48,0,68,4.19,129.044,13.736
12,05-13-2011,977033.5,0,71,4.2,129.089,13.736
12,05-20-2011,924134.99,0,67,4.17,129.076,13.736
12,05-27-2011,964332.51,0,77,4.09,129.062,13.736
12,06-03-2011,970328.68,0,72,4.03,129.049,13.736
12,06-10-2011,996937.95,0,79,3.98,129.036,13.736
12,06-17-2011,986504.93,0,87,3.94,129.043,13.736
12,06-24-2011,997282.75,0,89,3.9,129.066,13.736
12,07-01-2011,961993.34,0,90,3.84,129.089,13.503
12,07-08-2011,943717.38,0,90,3.7,129.113,13.503
12,07-15-2011,936001.98,0,88,3.69,129.134,13.503
12,07-22-2011,922231.92,0,91,3.79,129.151,13.503
12,07-29-2011,890547.07,0,93,3.8,129.168,13.503
12,08-05-2011,988712.52,0,91,3.8,129.185,13.503
12,08-12-2011,955913.68,0,91,3.7,129.202,13.503
12,08-19-2011,966817.24,0,92,3.74,129.241,13.503
12,08-26-2011,1017593.47,0,95,3.74,129.283,13.503
12,09-02-2011,1052051.45,0,94,3.8,129.326,13.503
12,09-09-2011,922850.57,1,88,3.91,129.369,13.503
12,09-16-2011,889290.23,0,76,3.92,129.431,13.503
12,09-23-2011,871692.74,0,83,3.79,129.518,13.503
12,09-30-2011,866401.45,0,83,3.88,129.606,13.503
12,10-07-2011,951244.66,0,70,3.83,129.694,12.89
12,10-14-2011,927600.01,0,67,3.8,129.771,12.89
12,10-21-2011,938604.58,0,73,3.84,129.782,12.89
12,10-28-2011,990926.38,0,67,3.73,129.794,12.89
12,11-04-2011,1051944.79,0,60,3.83,129.805,12.89
12,11-11-2011,1095091.53,0,49,3.82,129.817,12.89
12,11-18-2011,970641.34,0,54,3.81,129.827,12.89
12,11-25-2011,1591920.42,1,53,3.62,129.836,12.89
12,12-02-2011,1071383.1,0,52,3.7,129.846,12.89
12,12-09-2011,1189646.45,0,42,3.64,129.856,12.89
12,12-16-2011,1293404.18,0,43,3.6,129.898,12.89
12,12-23-2011,1617612.03,0,45,3.54,129.985,12.89
12,12-30-2011,1111638.07,1,45,3.43,130.071,12.89
12,01-06-2012,945823.65,0,50,3.6,130.158,12.187
12,01-13-2012,865467.86,0,48,3.66,130.244,12.187
12,01-20-2012,855922.64,0,46,3.66,130.279,12.187
12,01-27-2012,888203.69,0,50,3.68,130.314,12.187
12,02-03-2012,1058767.95,0,51,3.7,130.35,12.187
12,02-10-2012,1199330.85,1,52,3.72,130.385,12.187
12,02-17-2012,1240048.85,0,52,3.78,130.455,12.187
12,02-24-2012,1112034.72,0,53,3.95,130.55,12.187
12,03-02-2012,1147636.96,0,52,4.18,130.646,12.187
12,03-09-2012,1113208.57,0,55,4.25,130.741,12.187
12,03-16-2012,1088498.52,0,64,4.27,130.826,12.187
12,03-23-2012,1045419.87,0,56,4.04,130.897,12.187
12,03-30-2012,1025382.22,0,64,4.29,130.967,12.187
12,04-06-2012,1128765.71,0,64,4.12,131.038,11.627
12,04-13-2012,1083811.19,0,64,4.25,131.108,11.627
12,04-20-2012,1006486.96,0,67,4.22,131.117,11.627
12,04-27-2012,1004252.38,0,78,4.19,131.127,11.627
12,05-04-2012,1073433.69,0,76,4.17,131.136,11.627
12,05-11-2012,1041995.22,0,77,4.19,131.145,11.627
12,05-18-2012,1020486.05,0,85,4.11,131.098,11.627
12,05-25-2012,991514.21,0,84,4.29,131.029,11.627
12,06-01-2012,981345.2,0,78,4.28,130.959,11.627
12,06-08-2012,1086231.47,0,85,4.1,130.89,11.627
12,06-15-2012,1019555.51,0,86,4.14,130.83,11.627
12,06-22-2012,981386.25,0,92,4.01,130.793,11.627
12,06-29-2012,943124.74,0,90,3.88,130.756,11.627
12,07-06-2012,1014898.78,0,89,3.76,130.72,10.926
12,07-13-2012,960312.75,0,96,3.72,130.683,10.926
12,07-20-2012,941550.34,0,86,3.73,130.701,10.926
12,07-27-2012,916967.92,0,93,3.77,130.72,10.926
12,08-03-2012,958667.23,0,88,3.76,130.738,10.926
12,08-10-2012,984689.9,0,96,3.81,130.756,10.926
12,08-17-2012,1005003.12,0,95,4.0,130.791,10.926
12,08-24-2012,1048101.39,0,85,4.06,130.838,10.926
12,08-31-2012,1061943.49,0,90,4.09,130.885,10.926
12,09-07-2012,955146.04,1,89,4.12,130.933,10.926
12,09-14-2012,885892.37,0,84,4.13,130.978,10.926
12,09-21-2012,922735.37,0,83,4.12,131.01,10.926
12,09-28-2012,880415.67,0,81,3.97,131.043,10.926
12,10-05-2012,979825.92,0,82,3.97,131.076,10.199
12,10-12-2012,934917.47,0,72,4.47,131.108,10.199
12,10-19-2012,960945.43,0,69,4.45,131.15,10.199
12,10-26-2012,974697.6,0,66,4.3,131.193,10.199
13,02-05-2010,1967220.53,0,32,2.67,126.442,8.316
13,02-12-2010,2030933.46,1,33,2.67,126.496,8.316
13,02-19-2010,1970274.64,0,36,2.65,126.526,8.316
13,02-26-2010,1817850.32,0,30,2.67,126.552,8.316
13,03-05-2010,1939980.43,0,41,2.68,126.578,8.316
13,03-12-2010,1840686.94,0,38,2.73,126.604,8.316
13,03-19-2010,1879794.89,0,42,2.78,126.607,8.316
13,03-26-2010,1882095.98,0,41,2.82,126.605,8.316
13,04-02-2010,2142482.14,0,42,2.84,126.603,8.107
13,04-09-2010,1898321.33,0,39,2.88,126.602,8.107
13,04-16-2010,1819660.44,0,50,2.92,126.562,8.107
13,04-23-2010,1909330.77,0,56,2.94,126.471,8.107
13,04-30-2010,1785823.37,0,48,2.94,126.381,8.107
13,05-07-2010,2005478.46,0,44,2.95,126.29,8.107
13,05-14-2010,1890273.44,0,50,2.96,126.209,8.107
13,05-21-2010,1853657.6,0,58,2.95,126.184,8.107
13,05-28-2010,1877358.86,0,53,2.91,126.16,8.107
13,06-04-2010,2022705.22,0,60,2.87,126.136,8.107
13,06-11-2010,2037880.96,0,65,2.84,126.112,8.107
13,06-18-2010,2003435.31,0,58,2.82,126.114,8.107
13,06-25-2010,1970340.25,0,72,2.82,126.127,8.107
13,07-02-2010,2018314.71,0,79,2.81,126.139,7.951
13,07-09-2010,1870843.9,0,71,2.8,126.152,7.951
13,07-16-2010,1932231.05,0,78,2.79,126.15,7.951
13,07-23-2010,1907351.2,0,82,2.8,126.128,7.951
13,07-30-2010,1817887.23,0,79,2.8,126.107,7.951
13,08-06-2010,1969121.45,0,81,2.8,126.085,7.951
13,08-13-2010,1877592.55,0,75,2.84,126.064,7.951
13,08-20-2010,1997397.63,0,76,2.85,126.077,7.951
13,08-27-2010,1908278.27,0,75,2.85,126.089,7.951
13,09-03-2010,1911852.58,0,66,2.87,126.102,7.951
13,09-10-2010,1772143.94,1,66,2.87,126.115,7.951
13,09-17-2010,1790279.74,0,67,2.88,126.145,7.951
13,09-24-2010,1705655.09,0,68,2.87,126.19,7.951
13,10-01-2010,1765584.48,0,69,2.85,126.235,7.795
13,10-08-2010,1871924.07,0,63,2.84,126.279,7.795
13,10-15-2010,1851431.06,0,54,2.84,126.327,7.795
13,10-22-2010,1796949.59,0,57,2.85,126.382,7.795
13,10-29-2010,1887895.07,0,45,2.84,126.436,7.795
